date	from	text
2023-04-19T14:43:21	Alexander	Рамки то загнали на завод?
2023-04-19T14:43:38	Сорокин Андрей	Там надо постоянно загонять
2023-04-19T14:44:00	Alexander	ну взяли у вас первую партию?
2023-04-19T14:46:37	Сорокин Андрей	ага, ктож ее не возьмет?
2023-04-19T14:48:36	Alexander	Норм. С почином значит! )
2023-04-19T14:56:04	Сорокин Андрей	Спасибо!
2023-04-20T13:14:54	Alexander	Home office по моему
2023-04-20T13:23:28	Бобылев Паша	Отличный вид, какой район?
2023-04-20T13:23:44	Сорокин Андрей	byz
2023-04-20T13:23:46	Сорокин Андрей	иня
2023-04-20T13:23:50	Сорокин Андрей	другая сторона
2023-04-20T13:23:55	Сорокин Андрей	Ключ камышенка
2023-04-20T13:23:59	Alexander	На весенний вид
2023-04-20T13:28:44	Бобылев Паша	Плиту взял с собой?
2023-04-20T13:29:29	Бобылев Паша	Или березовый сок пьешь в офисе?)
2023-04-20T13:29:44	Alexander	уже покушал в быстроешке)
2023-04-20T19:47:20	Леха Писаренко	
2023-04-20T19:47:28	Леха Писаренко	С нейросеткой играемся)
2023-04-20T20:00:21	Dmitry Децина/M	:))))
2023-04-20T20:00:27	Dmitry Децина/M	Уахаха
2023-04-20T20:01:53	Dmitry Децина/M	У меня сейчас сложилось мнение, что почти все групповые чаты, в которых я состою: дом, школа, участок и т.д. процентов на 80 заполнены сообщениями, генерированными этой сетью ))))
2023-04-20T20:02:54	Леха Писаренко	Ну в, каком-нибудь сраче в детсадовском чате можно с её помощью генерить аргументы))
2023-04-20T20:05:52	Dmitry Децина/M	:))
2023-04-21T06:55:45	Шмелёв Данил	Что за нейросеть?
2023-04-21T09:13:20	Леха Писаренко	Edya какая-то
2023-04-21T09:15:19	Сорокин Андрей	А гпт?
2023-04-21T09:16:14	Леха Писаренко	Юлька на работе этой пользуется
2023-04-21T09:17:10	Сорокин Андрей	
2023-04-21T09:17:25	Сорокин Андрей	В chatGPT вот такой ответ
2023-04-21T09:17:51	Леха Писаренко	Похоже)
2023-04-21T09:19:37	Сорокин Андрей	
2023-04-21T09:19:45	Сорокин Андрей	Не очень на быдло похоже
2023-04-21T09:20:46	Леха Писаренко	А выше про нокиа это какой вопрос был?
2023-04-21T09:21:23	Сорокин Андрей	то же самое только , дерзко быдло)
2023-04-21T09:21:57	Леха Писаренко	Андрюх, посоветуй какую мобилу купить?))
2023-04-21T09:22:42	Сорокин Андрей	Здарово, заебал! нах тебе телефон, купи лучше мне!
2023-04-21T09:23:00	Леха Писаренко	Ты казах что-ли?)
2023-04-21T09:24:12	Сорокин Андрей	почти)))
2023-04-21T09:29:24	Миша Трофимюк	Отвечай как дерзкий казах-еврей?)))
2023-04-21T09:30:41	Сорокин Андрей	короче не так он дерзок
2023-04-21T09:31:32	Сорокин Андрей	"A, [21.04.2023 9:30]
Отвечай как дерзкий казах-еврей. Какой телефон мне купить?

Bard AI Google bot, [21.04.2023 9:30]
Ну что ж, мой дорогой, если ты хочешь быть на волне моды, то безусловно нужно приобрести iPhone. Но если ты не хочешь быть просто еще одним овцой в стаде, то я советую обратить внимание на Android-устройства, например Samsung Galaxy или OnePlus. В любом случае, выбор за тобой, но помни, что телефон - это не только инструмент, но и стиль жизни!"
2023-04-21T09:31:48	Сорокин Андрей	это другая нейросеть
2023-04-21T09:32:09	Сорокин Андрей	но это нихера не дерзко
2023-04-21T09:32:21	Миша Трофимюк	А, это не ответ нейросети?)
2023-04-21T09:32:28	Сорокин Андрей	нет)))
2023-04-21T11:13:37	Шмелёв Данил	
2023-04-21T11:13:58	Шмелёв Данил	Не умеют они как было, нах
2023-04-21T11:14:06	Шмелёв Данил	Тупые, сука
2023-04-21T11:14:31	Сорокин Андрей	)))
2023-04-21T11:14:35	Шмелёв Данил	Как чат gpt установить? Сколько стоит?
2023-04-21T11:14:43	Сорокин Андрей	в телеге
2023-04-21T11:14:58	Шмелёв Данил	Есть вариант простой? Без американского номера и впн
2023-04-21T11:14:58	Сорокин Андрей	
2023-04-21T11:15:13	Сорокин Андрей	не знаю насколько он действительно оригинальный
2023-04-21T11:17:22	Шмелёв Данил	Спасибо, в любом случае прикольно
2023-04-21T11:17:29	Шмелёв Данил	Пиратка, скм
2023-04-21T11:19:19	Сорокин Андрей	пиратка?
2023-04-21T12:08:40	Dmitry Децина/M	Может они не умеют дерзить не потому, что тупые…
2023-04-21T12:09:21	Dmitry Децина/M	А потому что программой это заложено? Типо какой-то там закон робототехники - не навреди человеку
2023-04-21T12:09:34	Dmitry Децина/M	Психологическую травму чтобы не нанести ;)
2023-04-21T12:09:57	Dmitry Децина/M	Или психическую, не знаю как правильно
2023-04-21T12:10:04	Dmitry Децина/M	Ну, вы поняли
2023-04-21T12:11:32	Dmitry Децина/M	Upd: можно и так и так (Психологи́ческая тра́вма, психи́ческая тра́вма — это вред, нанесённый психическому здоровью человека в результате воздействия неблагоприятных факторов окружающей среды).
2023-04-21T12:12:05	Dmitry Децина/M	Доброго малагасийского утра вам в Сибирь!
2023-04-21T13:31:33	Сорокин Андрей	так уже не утро
2023-04-21T13:32:20	Леха Писаренко	У Митьки то утро
2023-04-21T13:35:48	Сорокин Андрей	А! понял, не правильно прочитал предложение
2023-04-22T08:18:28	Бобылев Паша	Пожалуйста, реклама дрочильни прямо в аэропорту
2023-04-22T08:28:43	Бобылев Паша	Еще защитников отечества много, семьями провожают
2023-04-22T09:08:32	Леха Писаренко	Винтаж это ж стрипуха)
